Date,Open,High,Low,Close,Volume
2016-12-26,424.22,437.68,410.57,436.81,6347697
2016-12-27,494.91,496.53,482.34,493.03,6728790
2016-12-28,160.17,179.2,154.84,174.6,2390688
2016-12-29,337.65,354.42,336.87,337.45,8967090
2016-12-30,252.36,268.46,243.25,255.04,9909923
2017-01-02,487.97,504.43,470.15,492.31,2467836
2017-01-03,436.85,455.5,425.46,450.4,4298771
2017-01-04,435.33,446.22,418.68,420.04,2828918
2017-01-05,287.48,291.48,267.64,287.97,8978503
2017-01-06,265.93,278.26,262.66,271.21,8338298
2017-01-09,209.36,224.22,195.53,201.19,3170972
2017-01-10,122.55,137.31,109.06,118.02,3730502
2017-01-11,445.89,456.32,426.29,434.76,6981441
2017-01-12,425.16,426.53,405.45,416.64,9940372
2017-01-13,499.89,507.31,486.15,487.25,7813573
2017-01-16,498.65,517.07,493.78,497.47,2168931
2017-01-17,322.17,333.86,306.2,328.68,4215775
2017-01-18,407.59,418.36,405.45,407.17,6246761
2017-01-19,477.91,483.28,462.29,467.19,3637108
2017-01-20,439.86,447.23,421.66,433.25,7523245
2017-01-23,198.94,216.85,191.28,204.5,5942422
2017-01-24,280.22,293.55,267.6,287.41,7945098
2017-01-25,151.66,167.41,143.06,153.95,3023106
2017-01-26,481.62,490.71,472.87,486.96,7613002
2017-01-27,342.47,355.07,336.26,347.89,1366074
2017-01-30,191.46,196.42,176.21,178.5,6221610
2017-01-31,368.68,382.79,349.96,355.09,9655259
2017-02-01,347.25,355.8,328.44,340.4,1177375
2017-02-02,243.27,252.12,239.77,244.67,4248280
2017-02-03,145.42,158.41,127.93,150.59,6902232
2017-02-06,368.63,387.35,353.88,373.32,3227666
2017-02-07,308.12,309.4,303.07,305.53,6268410
2017-02-08,408.93,425.42,407.58,410.63,7400553
2017-02-09,308.07,313.91,302.71,305.25,6985507
2017-02-10,440.87,449.75,422.63,438.24,4625153
2017-02-13,320.76,321.2,308.1,313.65,2100620
2017-02-14,324.38,330.4,309.95,320.48,2008882
2017-02-15,450.66,460.71,445.52,448.11,9519044
2017-02-16,261.39,262.52,247.01,257.29,5283667
2017-02-17,153.61,163.43,153.04,161.9,2619530
2017-02-20,111.51,130.06,104.01,110.73,4565117
2017-02-21,402.05,404.16,389.52,396.72,8797215
2017-02-22,348.12,363.41,345.2,362.97,8239967
2017-02-23,381.63,389.83,365.17,373.39,5600505
2017-02-24,185.19,198.29,180.49,191.08,6343926
2017-02-27,154.55,159.75,141.5,143.15,1397046
2017-02-28,105.82,109.01,97.71,104.56,6374485
2017-03-01,240.24,243.44,228.31,229.67,7010794
2017-03-02,335.97,337.38,333.82,337.23,3249170
2017-03-03,256.9,260.61,256.56,259.46,2683415
2017-03-06,274.99,288.27,256.8,281.61,4463587
2017-03-07,461.66,479.3,456.27,472.48,9023647
2017-03-08,239.3,255.58,222.91,242.18,1111597
2017-03-09,305.6,319.3,285.61,300.77,5367226
2017-03-10,413.46,415.67,409.23,414.76,3394019
2017-03-13,258.62,264.4,253.31,263.92,4836827
2017-03-14,348.83,355.03,335.58,345.29,5979021
2017-03-15,444.95,449.94,425.64,448.28,6184837
2017-03-16,479.81,490.11,461.49,478.18,5127741
2017-03-17,158.83,169.54,148.77,159.95,7098492
2017-03-20,470.64,477.77,454.73,465.2,8719161
2017-03-21,296.85,303.92,294.13,296.18,8818014
2017-03-22,203.3,219.87,183.75,183.88,1194202
2017-03-23,283.65,299.44,264.37,272.84,5516025
2017-03-24,492.01,498.17,488.74,493.55,3538309
2017-03-27,297.05,315.32,291.06,300.28,2615620
2017-03-28,231.5,250.56,229.5,238.94,6847898
2017-03-29,353.36,359.9,347.93,359.66,7252551
2017-03-30,196.06,203.15,179.74,187.94,7712584
2017-03-31,130.35,140.46,122.78,130.77,1300767
2017-04-03,151.55,170.37,149.78,152.53,6044039
2017-04-04,151.22,168.74,144.37,145.54,4978222
2017-04-05,160.76,162.81,141.13,157.94,1517926
2017-04-06,155.53,163.39,142.94,154.61,7807173
2017-04-07,356.35,367.42,348.03,362.78,8647442
2017-04-10,172.75,182.81,169.42,171.43,6068379
2017-04-11,238.27,242.14,218.54,232.04,7009321
2017-04-12,458.72,475.89,442.3,450.82,9844690
2017-04-13,289.58,303.12,283.96,288.33,7732446
2017-04-14,367.02,383.78,365.62,365.83,8807818
2017-04-17,168.93,186.1,167.8,170.18,4716714
2017-04-18,176.92,191.88,174.51,179.88,9241730
2017-04-19,116.35,125.13,104.73,107.12,1475197
2017-04-20,167.57,179.78,149.0,179.35,2180034
2017-04-21,211.44,214.64,201.5,205.56,7218897
2017-04-24,170.8,184.28,153.95,157.9,7506648
2017-04-25,135.48,139.07,126.56,129.05,5163219
2017-04-26,148.25,162.13,134.08,150.57,4104632
2017-04-27,284.31,288.9,269.67,270.91,7267366
2017-04-28,182.53,184.88,179.05,184.08,6484180
2017-05-01,245.71,249.01,238.48,248.61,9888860
2017-05-02,301.37,301.41,288.62,291.78,7782303
2017-05-03,376.16,390.53,374.74,381.85,7034943
2017-05-04,115.72,130.37,108.49,108.98,4715222
2017-05-05,419.76,430.06,409.07,422.52,8674499
2017-05-08,351.16,354.39,331.24,340.82,3675059
2017-05-09,132.7,134.37,123.21,126.23,6870704
2017-05-10,449.43,449.81,433.11,436.57,1420091
2017-05-11,468.35,471.66,459.71,467.53,1259201
2017-05-12,124.43,142.25,108.5,122.55,5067520
2017-05-15,210.75,215.58,198.84,201.85,5725326
2017-05-16,422.48,429.57,404.75,421.85,2786936
2017-05-17,399.3,401.41,391.09,396.92,5333227
2017-05-18,173.81,178.26,161.72,175.92,1203474
2017-05-19,183.74,194.12,171.14,173.84,8081580
2017-05-22,248.19,260.34,239.84,255.95,1126745
2017-05-23,293.81,298.72,290.92,296.17,8529131
2017-05-24,347.3,348.46,345.43,345.78,9146837
2017-05-25,247.57,255.39,247.23,252.9,2802572
2017-05-26,285.01,289.7,267.54,277.33,8320973
2017-05-29,398.99,403.38,394.26,402.88,7666013
2017-05-30,114.67,133.87,110.44,113.76,4095039
2017-05-31,200.97,213.3,186.25,203.64,9067034
2017-06-01,385.34,396.48,378.94,385.64,1900794
2017-06-02,458.08,466.4,447.96,465.6,2932457
2017-06-05,304.67,313.25,301.42,305.32,2407539
2017-06-06,312.85,323.66,293.65,322.53,7068735
2017-06-07,142.87,156.8,125.84,153.75,6346492
2017-06-08,278.96,293.01,261.69,270.16,7255735
2017-06-09,313.05,316.48,304.91,314.21,5280424
2017-06-12,196.99,206.99,181.74,206.88,6098145
2017-06-13,207.7,215.94,204.82,207.63,1877350
2017-06-14,250.91,268.32,250.74,258.42,9979496
2017-06-15,108.03,120.66,107.63,114.41,6221227
2017-06-16,228.83,239.48,217.1,223.7,9919716
2017-06-19,184.58,186.89,175.47,175.65,1313678
2017-06-20,231.0,243.11,220.64,225.59,2789087
2017-06-21,147.9,150.25,147.76,148.46,9035168
2017-06-22,456.21,462.96,447.76,454.5,3442716
2017-06-23,337.44,340.29,323.08,326.02,2227103
2017-06-26,371.64,385.48,362.79,382.61,7474961
2017-06-27,415.67,419.79,401.02,414.25,8426041
2017-06-28,299.38,307.21,294.72,295.78,1533885
2017-06-29,134.77,152.68,118.51,140.72,8400099
2017-06-30,314.84,318.93,303.07,313.44,2791456
2017-07-03,334.74,344.89,330.52,344.26,6093409
2017-07-04,398.18,406.56,393.44,393.48,5606302
2017-07-05,272.66,273.03,260.1,263.31,7867526
2017-07-06,151.03,166.89,134.43,164.54,9050405
2017-07-07,213.51,214.89,205.2,214.23,9237180
2017-07-10,245.23,254.72,240.07,250.62,3598677
2017-07-11,358.37,369.58,341.03,362.89,8195918
2017-07-12,328.31,340.88,314.93,317.3,6328625
2017-07-13,242.44,256.21,233.48,245.16,1106998
2017-07-14,494.61,499.67,484.85,488.28,7341477
2017-07-17,342.31,342.51,338.22,339.0,8802305
2017-07-18,194.89,209.36,182.35,204.24,5714714
2017-07-19,140.71,151.43,133.54,135.95,6373552
2017-07-20,161.14,177.87,141.23,158.4,9769311
2017-07-21,198.38,214.81,188.78,213.21,9193300
2017-07-24,164.27,181.14,154.55,159.5,7187459
2017-07-25,174.63,184.33,163.31,183.87,5939179
2017-07-26,214.04,220.71,195.7,220.57,5618322
2017-07-27,169.35,185.18,153.33,171.03,7656289
2017-07-28,458.71,467.73,449.68,452.75,9468899
2017-07-31,132.09,135.76,117.72,123.42,5022610
2017-08-01,309.8,326.9,298.08,310.32,2739528
2017-08-02,264.16,281.81,254.31,262.82,5774598
2017-08-03,492.95,502.28,489.11,492.8,1221163
2017-08-04,144.82,146.33,135.54,146.03,7086540
2017-08-07,259.14,266.9,254.23,256.17,2897678
2017-08-08,487.79,503.86,469.49,494.69,4650824
2017-08-09,446.2,464.24,439.49,439.5,9499180
2017-08-10,426.83,430.9,407.78,421.56,7032419
2017-08-11,203.16,204.5,192.5,203.49,7377844
2017-08-14,168.36,185.9,155.72,164.41,7056929
2017-08-15,367.46,375.25,356.6,360.06,6030811
2017-08-16,471.75,482.59,469.16,477.91,5841712
2017-08-17,322.71,342.07,315.19,334.34,7801256
2017-08-18,328.65,329.98,326.66,328.94,1401099
2017-08-21,211.99,224.96,199.53,207.65,5082940
2017-08-22,407.8,409.28,398.86,401.49,8910541
2017-08-23,174.82,182.33,159.26,181.31,2196845
2017-08-24,229.47,245.55,225.06,243.98,2987214
2017-08-25,270.17,278.84,266.88,272.35,8708098
2017-08-28,303.04,322.99,294.92,318.67,7325006
2017-08-29,196.96,208.15,178.43,191.87,9665394
2017-08-30,145.93,152.36,131.73,140.48,5083671
2017-08-31,344.25,348.65,335.87,337.87,5161011
2017-09-01,215.45,222.46,205.11,212.51,9806407
2017-09-04,332.5,339.95,330.81,335.72,4763901
2017-09-05,161.75,163.12,142.05,142.53,5798130
2017-09-06,292.46,299.85,279.13,288.33,5518462
2017-09-07,313.04,322.32,307.33,319.04,3903107
2017-09-08,120.73,135.18,109.01,126.81,8017359
2017-09-11,234.64,247.78,232.45,242.19,5284933
2017-09-12,153.77,167.94,134.45,164.91,7278262
2017-09-13,125.35,125.52,121.85,121.92,3436126
2017-09-14,495.98,500.34,483.02,492.67,2163842
2017-09-15,228.94,242.18,224.03,238.32,6431242
2017-09-18,423.95,433.63,409.6,422.61,5641154
2017-09-19,201.86,201.96,186.32,191.39,3896283
2017-09-20,372.6,388.69,359.13,363.16,5273487
2017-09-21,404.09,419.55,391.8,416.43,9448890
2017-09-22,338.26,349.22,320.41,333.97,6805344
2017-09-25,288.63,289.96,287.06,289.61,1123844
2017-09-26,264.74,280.07,258.12,270.98,7658187
2017-09-27,239.55,251.22,234.58,245.8,3431275
2017-09-28,471.81,487.45,452.05,480.52,7894604
2017-09-29,432.25,447.28,424.46,439.5,4937080
2017-10-02,486.01,502.07,471.36,483.58,7276959
2017-10-03,149.72,160.08,136.02,148.38,9382863
2017-10-04,392.35,395.15,388.11,393.77,3921580
2017-10-05,475.34,488.76,470.56,477.36,8744996
2017-10-06,172.49,184.9,166.87,173.87,7647671
2017-10-09,126.6,141.44,118.38,120.58,8200622
2017-10-10,396.45,399.85,391.76,399.16,5650699
2017-10-11,329.79,333.69,329.4,329.79,8392788
2017-10-12,436.73,454.54,419.14,442.09,7079547
2017-10-13,155.91,170.91,136.6,150.77,5176116
2017-10-16,418.11,436.27,411.28,421.41,4024320
2017-10-17,180.65,195.83,173.88,188.79,3296397
2017-10-18,165.46,177.41,165.32,166.13,2547840
2017-10-19,165.71,178.79,152.1,167.95,2000778
2017-10-20,425.83,443.61,409.32,435.8,3998277
2017-10-23,366.08,377.66,363.15,375.16,9904851
2017-10-24,309.23,321.87,306.03,308.73,8188884
2017-10-25,243.53,246.66,227.73,244.72,6738753
2017-10-26,450.88,460.36,438.55,452.86,9927961
2017-10-27,256.98,271.31,256.08,269.51,7639070
2017-10-30,426.64,432.06,414.19,422.86,3111577
2017-10-31,275.65,279.7,269.48,275.02,3896695
2017-11-01,250.78,257.05,243.4,255.95,6414751
2017-11-02,285.07,289.9,269.68,287.88,7869001
2017-11-03,220.55,224.85,204.33,213.53,5056150
2017-11-06,399.04,407.54,391.04,395.57,6959417
2017-11-07,301.09,319.24,282.15,296.73,2962821
2017-11-08,192.89,203.03,184.76,191.84,3440342
2017-11-09,459.83,463.59,444.39,449.9,6775984
2017-11-10,253.56,255.1,243.88,246.89,6713949
2017-11-13,317.42,331.34,299.47,326.92,9390783
2017-11-14,462.59,470.24,444.43,446.24,3947492
2017-11-15,349.7,366.13,347.95,360.27,3286113
2017-11-16,146.76,159.95,128.03,133.55,4607838
2017-11-17,475.93,491.86,459.42,470.6,9015119
2017-11-20,351.08,356.52,335.26,336.57,1558867
2017-11-21,233.96,247.81,229.94,234.77,6339434
2017-11-22,155.71,160.99,139.61,156.04,3769067
2017-11-23,417.61,436.39,400.61,432.28,7865521
2017-11-24,348.03,360.76,342.25,346.35,6642002
2017-11-27,313.38,319.87,294.34,306.18,1040751
2017-11-28,457.56,462.95,456.56,459.56,2249247
2017-11-29,415.44,419.26,412.44,418.4,6351630
2017-11-30,160.67,174.56,149.92,168.72,8054730
2017-12-01,224.69,229.06,213.17,221.33,4179249
2017-12-04,199.4,211.3,186.49,203.13,1988144
2017-12-05,397.58,402.87,397.24,402.01,7711971
2017-12-06,113.41,126.65,94.21,94.52,6684054
2017-12-07,327.96,344.25,327.06,333.99,3284302
2017-12-08,404.98,420.54,402.12,418.84,1797634
2017-12-11,450.71,465.92,450.43,461.9,1371551
2017-12-12,236.83,240.59,225.5,233.69,5169895
2017-12-13,428.5,430.27,409.86,420.67,8364308
2017-12-14,144.25,158.23,130.93,140.43,7208623
2017-12-15,438.58,445.95,422.13,434.53,5007374
2017-12-18,151.0,159.64,150.73,156.57,1155647
2017-12-19,258.91,259.54,248.07,252.87,6977664
2017-12-20,418.92,424.11,409.73,420.0,9850441
2017-12-21,159.97,160.64,149.99,159.16,6244412
2017-12-22,191.7,209.28,190.26,193.2,2754741
2017-12-25,388.9,393.77,375.21,383.59,2130127
2017-12-26,388.01,399.16,377.95,386.6,7460284
2017-12-27,356.46,357.24,341.16,352.21,6094733
2017-12-28,377.58,390.92,367.87,373.63,5924306
2017-12-29,317.09,323.55,314.1,320.15,1951710
2018-01-01,200.72,218.68,187.75,214.89,5307427
2018-01-02,238.28,256.04,234.83,243.7,8739637
2018-01-03,172.64,179.14,155.19,177.01,7920343
2018-01-04,463.38,481.4,451.12,481.19,9205703
2018-01-05,333.36,353.28,330.21,332.66,4514734
2018-01-08,260.34,276.85,241.09,249.43,2297327
2018-01-09,284.8,301.7,274.44,300.35,5011577
2018-01-10,478.91,483.89,477.46,483.63,5780651
2018-01-11,161.34,172.87,148.8,151.16,1311294
2018-01-12,334.49,335.84,329.43,329.52,2613955
2018-01-15,302.36,304.25,286.28,289.18,3301348
2018-01-16,344.58,364.56,328.23,364.41,7292359
2018-01-17,107.24,113.78,87.67,92.37,6034971
2018-01-18,448.85,463.81,438.81,451.38,6278452
2018-01-19,472.85,488.98,463.75,485.16,5543511
2018-01-22,326.05,343.21,310.98,311.64,4068689
2018-01-23,378.66,398.61,376.01,389.67,3519379
2018-01-24,469.0,473.83,458.06,462.43,5247837
2018-01-25,382.9,383.7,371.97,382.09,7153301
2018-01-26,161.02,169.24,159.23,162.06,2168964
2018-01-29,330.52,333.12,322.16,329.68,7058014
2018-01-30,342.69,343.13,325.62,337.43,8594968
2018-01-31,269.65,276.86,252.53,257.92,6891966
2018-02-01,394.58,410.25,392.59,393.21,6837211
2018-02-02,473.75,485.07,471.93,477.31,5129295
2018-02-05,470.23,476.48,464.97,468.3,9024373
2018-02-06,280.34,293.42,262.84,287.58,4967924
2018-02-07,145.3,149.94,142.72,148.49,4902859
2018-02-08,493.94,494.22,479.54,486.25,5184737
2018-02-09,435.56,450.85,433.54,444.03,7944758
2018-02-12,149.87,162.34,137.4,152.47,5307380
2018-02-13,468.34,483.58,461.22,479.72,3818710
2018-02-14,447.96,448.74,432.18,439.22,4957100
2018-02-15,307.54,324.28,302.86,308.76,8348399
2018-02-16,336.51,348.9,323.73,330.4,8050417
2018-02-19,259.6,270.87,254.89,263.46,4282178
2018-02-20,121.9,134.4,107.63,119.65,6911740
2018-02-21,234.08,251.37,216.61,231.9,2594745
2018-02-22,421.14,432.88,418.61,419.91,6949782
2018-02-23,101.85,113.47,84.52,105.33,5783877
2018-02-26,233.4,253.21,221.53,228.3,6302427
2018-02-27,259.27,274.4,256.73,260.21,7954038
2018-02-28,314.96,323.8,306.41,313.59,8347965
2018-03-01,467.94,482.09,464.73,468.68,6865874
2018-03-02,238.54,246.32,224.53,237.25,7167324
2018-03-05,238.78,243.36,223.6,230.94,7466138
2018-03-06,395.0,406.94,392.88,399.19,2368240
2018-03-07,280.89,299.45,270.76,286.17,6771712
2018-03-08,189.84,208.42,173.55,180.65,6202662
2018-03-09,280.98,287.81,262.25,266.23,2991524
2018-03-12,156.34,166.9,146.07,164.41,8557086
2018-03-13,170.55,174.79,151.55,161.63,8827327
2018-03-14,299.35,319.26,288.63,301.25,6168394
2018-03-15,267.57,287.19,259.69,260.67,4563733
2018-03-16,465.94,478.93,448.97,463.89,7686289
2018-03-19,244.96,261.05,235.1,249.48,3137154
2018-03-20,332.24,346.54,322.8,336.06,9644157
2018-03-21,352.91,364.77,343.1,358.42,1374994
2018-03-22,105.24,106.3,88.3,91.5,2702875
2018-03-23,365.41,374.51,348.78,355.27,7937292
2018-03-26,171.21,184.71,163.14,180.63,5149285
2018-03-27,484.43,497.98,477.76,496.91,8371818
2018-03-28,159.47,166.93,149.63,151.98,8807604
2018-03-29,265.85,284.68,254.39,269.47,2778650
2018-03-30,134.14,137.49,129.37,131.11,8407293
2018-04-02,498.75,508.76,482.87,484.43,3799045
2018-04-03,300.88,314.7,291.15,298.81,9292005
2018-04-04,338.15,352.1,331.47,334.44,7584016
2018-04-05,126.83,139.8,124.69,135.42,5668710
2018-04-06,399.98,405.49,395.21,400.7,2649478
2018-04-09,183.96,187.09,164.98,168.16,7177792
2018-04-10,459.22,471.94,453.12,453.29,8883679
2018-04-11,182.06,194.04,178.68,191.09,5596218
2018-04-12,176.28,179.86,167.06,169.32,6444344
2018-04-13,114.62,128.72,108.48,120.75,6991303
2018-04-16,288.83,297.93,288.12,291.43,6151300
2018-04-17,325.94,339.29,319.47,331.08,4262983
2018-04-18,126.28,143.03,115.4,124.12,8907184
2018-04-19,410.21,413.61,399.18,400.43,4576758
2018-04-20,281.32,281.7,274.18,275.86,4832733
2018-04-23,309.76,325.34,300.81,305.42,1740174
2018-04-24,276.31,288.5,256.99,270.48,1203811
2018-04-25,260.31,274.3,252.76,266.94,2629494
2018-04-26,323.86,340.62,318.69,324.48,5373547
2018-04-27,162.1,178.15,157.23,157.48,6762637
2018-04-30,172.77,191.99,163.62,178.34,8045158
2018-05-01,444.71,455.43,429.52,445.22,7256878
2018-05-02,478.45,488.22,474.33,487.7,6557260
2018-05-03,249.32,257.36,235.14,248.24,1530553
2018-05-04,208.3,211.37,207.87,209.52,6763215
2018-05-07,357.6,369.05,349.22,360.59,4795627
2018-05-08,263.49,269.03,247.98,267.52,2251782
2018-05-09,110.15,128.58,103.38,124.26,3066799
2018-05-10,162.46,174.12,151.19,158.59,9835318
2018-05-11,386.39,398.25,382.29,386.08,2730934
2018-05-14,363.57,370.67,348.73,354.49,6334306
2018-05-15,110.84,111.88,109.79,110.84,2456098
2018-05-16,188.79,189.42,171.74,184.9,4288685
2018-05-17,192.43,200.9,188.47,194.72,5070675
2018-05-18,368.76,370.45,351.27,352.57,9485983
2018-05-21,107.88,120.02,100.83,114.72,2819941
2018-05-22,141.64,159.26,127.19,153.04,4949244
2018-05-23,419.97,437.62,413.58,420.54,4497319
2018-05-24,171.42,184.6,153.3,174.09,3189465
2018-05-25,361.1,365.32,358.57,361.45,9468902
2018-05-28,195.27,212.53,191.7,210.22,8925651
2018-05-29,139.78,157.5,129.92,153.23,3248753
2018-05-30,197.27,201.2,195.63,198.56,1383829
2018-05-31,388.91,403.66,384.99,397.9,8436949
2018-06-01,442.28,448.01,423.4,445.14,7584532
2018-06-04,432.09,448.14,412.56,430.2,6506932
2018-06-05,258.87,278.82,251.35,259.95,2022762
2018-06-06,367.23,367.83,348.77,363.14,7798161
2018-06-07,181.99,199.94,171.1,177.44,1554700
2018-06-08,217.26,229.71,211.86,218.8,9210174
2018-06-11,458.53,478.0,444.49,473.5,5448232
2018-06-12,105.2,114.5,92.02,108.31,1851590
2018-06-13,134.2,151.15,114.42,129.25,2210280
2018-06-14,183.15,184.4,177.85,179.26,1032309
2018-06-15,110.61,117.32,97.17,104.34,1040449
2018-06-18,172.57,173.91,171.53,172.21,7908801
2018-06-19,333.22,352.72,330.94,334.78,9093543
2018-06-20,268.57,284.91,268.49,280.7,3602226
2018-06-21,457.07,474.12,437.08,446.42,5793485
2018-06-22,426.98,445.74,410.93,426.74,2504915
2018-06-25,236.73,238.43,220.99,227.72,5868073
2018-06-26,203.77,211.48,193.57,211.16,8134855
2018-06-27,251.88,253.3,245.88,248.78,7214846
2018-06-28,336.12,340.33,333.09,333.67,4344301
2018-06-29,207.23,211.81,201.53,202.46,7528148
2018-07-02,349.66,359.04,342.14,352.12,8174742
2018-07-03,263.76,269.14,248.64,260.92,5568798
2018-07-04,320.82,322.84,310.03,315.39,2901412
2018-07-05,274.45,277.8,272.9,275.02,1116751
2018-07-06,217.79,220.73,217.43,217.6,9294682
2018-07-09,479.38,498.84,477.33,488.44,4200034
2018-07-10,405.44,420.63,397.23,409.04,3316400
2018-07-11,156.05,175.4,137.38,143.07,2169715
2018-07-12,447.39,456.18,434.64,436.88,8882638
2018-07-13,294.97,300.54,278.94,281.61,8484350
2018-07-16,457.82,473.79,448.49,451.05,4048500
2018-07-17,419.94,426.47,412.71,421.1,8623760
2018-07-18,270.09,276.07,267.92,269.52,6782337
2018-07-19,108.99,113.64,91.47,97.04,6268848
2018-07-20,207.47,210.06,191.81,194.98,5069617
2018-07-23,316.65,321.78,313.29,321.42,7496286
2018-07-24,353.39,360.5,343.15,357.98,7151996
2018-07-25,203.16,216.63,193.41,198.76,4785407
2018-07-26,155.74,156.99,143.24,147.75,6305377
2018-07-27,433.97,438.18,415.05,419.9,6079990
2018-07-30,493.76,509.94,482.17,495.83,6835522
2018-07-31,310.28,313.21,299.47,299.74,3133520
2018-08-01,168.67,175.52,167.67,172.94,5238413
2018-08-02,208.92,226.22,207.66,217.37,9338125
2018-08-03,107.36,110.45,103.61,109.76,2237293
2018-08-06,465.72,467.37,465.07,465.45,9416034
2018-08-07,147.1,156.79,132.23,151.98,1904064
2018-08-08,330.61,336.65,316.14,332.39,6806191
2018-08-09,209.62,220.89,206.9,208.68,8792515
2018-08-10,321.67,337.75,304.95,318.02,3610320
2018-08-13,360.57,363.31,357.47,358.47,1671367
2018-08-14,431.9,443.51,425.87,430.37,6846945
2018-08-15,182.57,192.68,177.59,181.56,3011153
2018-08-16,104.4,107.28,96.95,102.7,4497914
2018-08-17,154.75,167.23,149.66,156.89,6063834
2018-08-20,460.01,465.48,450.23,464.68,1456185
2018-08-21,449.56,459.31,441.41,443.67,9237415
2018-08-22,338.97,340.61,319.23,340.05,2087381
2018-08-23,340.21,349.4,339.09,341.47,2147407
2018-08-24,366.01,372.14,363.17,370.11,3246667
2018-08-27,170.15,186.6,169.09,175.03,1009290
2018-08-28,465.76,466.9,453.25,455.2,6588658
2018-08-29,267.51,275.88,266.42,274.54,5279490
2018-08-30,253.26,262.42,236.53,244.53,2850123
2018-08-31,307.57,322.07,297.33,313.63,2578013
2018-09-03,118.79,130.27,108.25,120.72,7571316
2018-09-04,166.51,179.86,155.28,166.88,8740068
2018-09-05,395.21,410.75,391.8,401.2,8190953
2018-09-06,133.12,150.36,129.17,144.69,3008880
2018-09-07,341.26,347.54,334.88,336.0,2865407
2018-09-10,198.14,208.9,186.27,201.39,8459406
2018-09-11,255.72,272.52,251.52,270.33,6548122
2018-09-12,215.48,235.27,213.15,214.43,3474427
2018-09-13,242.27,260.06,222.87,228.1,6009486
2018-09-14,387.62,395.05,387.18,392.82,4368410
2018-09-17,218.85,222.75,202.79,211.52,1934814
2018-09-18,326.56,336.35,310.8,321.11,5932206
2018-09-19,290.42,305.25,284.48,287.32,9695097
2018-09-20,365.47,375.32,362.76,369.12,7406377
2018-09-21,474.73,484.4,471.82,473.41,8916163
2018-09-24,393.03,409.79,379.08,393.72,3762734
2018-09-25,185.98,193.2,173.12,188.46,5152554
2018-09-26,112.47,129.67,96.82,105.3,4046165
2018-09-27,204.91,213.04,186.16,199.08,9190798
2018-09-28,338.03,344.6,324.19,344.43,7492197
2018-10-01,120.57,129.65,117.45,125.83,8316640
2018-10-02,298.55,313.8,293.68,310.6,4901359
2018-10-03,338.74,341.26,321.89,329.93,8855220
2018-10-04,233.7,237.63,229.51,235.74,1988807
2018-10-05,408.36,427.39,406.91,407.74,6781801
2018-10-08,142.64,146.15,128.57,130.73,3683684
2018-10-09,130.06,141.41,122.0,125.95,4889200
2018-10-10,391.28,402.86,372.87,384.93,1700066
2018-10-11,298.2,307.99,285.19,304.47,5209419
2018-10-12,375.36,388.26,373.55,378.64,6318259
2018-10-15,273.93,278.53,254.97,270.39,6476433
2018-10-16,198.56,209.61,193.39,204.9,1564267
2018-10-17,427.64,435.08,420.9,429.21,3793153
2018-10-18,419.77,433.0,411.72,419.32,4922874
2018-10-19,377.88,380.7,376.85,379.08,7822160
2018-10-22,208.86,220.28,198.93,206.23,8219593
2018-10-23,336.09,339.8,333.63,334.14,5850258
2018-10-24,244.39,249.96,236.37,249.86,9796217
2018-10-25,136.63,141.01,129.62,131.07,5622900
2018-10-26,466.93,470.58,451.47,452.85,5151511
2018-10-29,154.73,171.24,138.66,167.28,4538236
2018-10-30,480.09,485.81,477.03,479.68,7126819
2018-10-31,278.4,296.94,271.07,287.9,3082264
2018-11-01,174.05,193.45,166.59,175.43,5836835
2018-11-02,316.76,328.19,313.73,319.39,7918814
2018-11-05,449.18,452.04,433.21,438.14,2608990
2018-11-06,392.89,400.38,378.75,386.17,3701822
2018-11-07,422.62,438.58,418.82,426.93,4368513
2018-11-08,363.51,370.86,356.18,366.76,3639668
2018-11-09,376.91,378.65,374.79,376.77,8833547
2018-11-12,439.68,450.81,427.11,449.48,1786526
2018-11-13,199.87,216.77,197.44,198.25,6653526
2018-11-14,295.77,311.69,276.05,293.98,8394518
2018-11-15,188.48,191.99,172.87,184.04,9216974
2018-11-16,495.07,508.52,487.26,506.83,3078850
2018-11-19,477.62,482.03,466.05,466.84,2376807
2018-11-20,115.77,120.13,97.54,110.5,8741734
2018-11-21,382.23,399.71,371.15,395.53,2759268
2018-11-22,470.1,475.09,466.61,468.66,3594489
2018-11-23,172.23,177.5,164.66,175.91,3020612
2018-11-26,327.18,327.19,310.32,310.64,2824998
2018-11-27,466.2,483.61,453.31,475.5,9920966
2018-11-28,113.58,129.43,100.56,127.5,7817064
2018-11-29,378.97,391.51,361.63,381.27,1875475
2018-11-30,218.94,233.94,201.06,215.5,1301065
2018-12-03,469.76,472.8,451.36,452.32,8879909
2018-12-04,488.42,497.59,486.53,496.71,5779432
2018-12-05,477.71,484.73,466.82,475.25,8963024
2018-12-06,289.69,291.56,274.88,275.36,9284268
2018-12-07,444.82,454.54,429.68,446.83,3980631
2018-12-10,437.82,456.23,425.69,440.41,4031402
2018-12-11,227.64,228.44,224.3,224.82,4436386
2018-12-12,431.57,437.4,415.62,420.28,1195961
2018-12-13,114.8,118.95,100.4,101.6,8737099
2018-12-14,338.51,343.27,336.79,340.51,4746050
2018-12-17,192.0,210.17,182.73,199.8,5126030
2018-12-18,148.23,157.59,144.75,151.24,4506260
